ACR_ID,Title,Artists,Time,Source_URL,Detail_URL
4f546f40ec5046de4b53824dd93d4b20,Planeta Desconhecido (Slowed),DJ NK3 & THEUZ ZL,2024-02-14 16:07:32,https://www.youtube.com/shorts/eATNYiWMmPM,https://www.aha-music.com/4f546f40ec5046de4b53824dd93d4b20?utm_source=chrome&utm_medium=extension
c186a6f000c6d1a66ac3a3ad9435289f,i was only temporary,my head is empty/.diedlonely,2024-02-13 16:53:06,https://www.youtube.com/watch?v=LmwfxVrbyGw,https://www.aha-music.com/c186a6f000c6d1a66ac3a3ad9435289f?utm_source=chrome&utm_medium=extension
a75206eb487ca9b66cd5ac5f3fcfecf3,Lost Soul,NBSPLV,2024-02-13 16:48:56,https://www.youtube.com/shorts/-CinDF-jOoE,https://www.aha-music.com/a75206eb487ca9b66cd5ac5f3fcfecf3?utm_source=chrome&utm_medium=extension
b00612b0e642433e7ff5a156d0534c49,HYPNOTIC DATA(Slowed & Reverbed) feat. Odetari,ODECORE,2024-02-10 02:36:32,https://www.youtube.com/shorts/QnKbGGhkUuM,https://www.aha-music.com/b00612b0e642433e7ff5a156d0534c49?utm_source=chrome&utm_medium=extension
a20d3030d2bab056edc5f9d10417b720,ICEWHORE! (slowed),Lumi Athena,2024-02-08 19:23:29,https://www.youtube.com/watch?v=Sh2-wF1rIy0,https://www.aha-music.com/a20d3030d2bab056edc5f9d10417b720?utm_source=chrome&utm_medium=extension
0859696044a0dda18ca8e85e38ef20b9,moment,Vierre Cloud,2024-02-07 18:41:47,https://www.youtube.com/shorts/SfXqrB5ZCug,https://www.aha-music.com/0859696044a0dda18ca8e85e38ef20b9?utm_source=chrome&utm_medium=extension
0859696044a0dda18ca8e85e38ef20b9,moment,Vierre Cloud,2024-02-07 18:41:39,https://www.youtube.com/shorts/SfXqrB5ZCug,https://www.aha-music.com/0859696044a0dda18ca8e85e38ef20b9?utm_source=chrome&utm_medium=extension
2699633be5be1a672fffa2381daf027f,No Wind Resistance!,Kinneret,2024-02-07 18:41:29,https://www.youtube.com/shorts/guIf7tREOpQ,https://www.aha-music.com/2699633be5be1a672fffa2381daf027f?utm_source=chrome&utm_medium=extension
5e794382193631a9344b53a47e71ec3f,O Superman (For Massenet) (Remastered LP Version),Laurie Anderson,2024-02-07 18:33:33,https://www.youtube.com/shorts/F4b9SljW0Fs,https://www.aha-music.com/5e794382193631a9344b53a47e71ec3f?utm_source=chrome&utm_medium=extension
39edadb641c1db96f40cc23ee9668487,bounce (i just wanna dance),фрози/Joyful,2024-02-07 18:23:24,https://www.youtube.com/shorts/PoWoRyjI-aI,https://www.aha-music.com/39edadb641c1db96f40cc23ee9668487?utm_source=chrome&utm_medium=extension
3d8f656d8ed5866070eb766e4b7b1f78,Untitled - Slowed &Reverb,JOIE GREY,2024-02-05 08:39:45,https://www.youtube.com/shorts/l2AINelPbqs,https://www.aha-music.com/3d8f656d8ed5866070eb766e4b7b1f78?utm_source=chrome&utm_medium=extension
7403bb9547e898fbf3381298e575e6ac,Girl A Slowed Reverb,Enether,2024-02-01 01:44:58,https://www.youtube.com/watch?v=UGe2Swvchvg,https://www.aha-music.com/7403bb9547e898fbf3381298e575e6ac?utm_source=chrome&utm_medium=extension
23b670a924aa034670e32e48914193f0,Kagamine Rin Girl A,Ultramegasuperslower TikTok$,2024-02-01 01:43:53,https://www.youtube.com/watch?v=3qccnW2NNyE,https://www.aha-music.com/23b670a924aa034670e32e48914193f0?utm_source=chrome&utm_medium=extension
1681429346bb3eb1d306898c65efbc2a,ICEWHORE!,Lumi Athena,2024-01-31 20:46:57,https://www.youtube.com/shorts/_Toav_ss-PA,https://www.aha-music.com/1681429346bb3eb1d306898c65efbc2a?utm_source=chrome&utm_medium=extension
a20d3030d2bab056edc5f9d10417b720,ICEWHORE! (slowed),Lumi Athena,2024-01-31 20:46:12,https://www.youtube.com/watch?v=jY-zjYPPAw8,https://www.aha-music.com/a20d3030d2bab056edc5f9d10417b720?utm_source=chrome&utm_medium=extension
a20d3030d2bab056edc5f9d10417b720,ICEWHORE! (slowed),Lumi Athena,2024-01-31 20:45:51,https://www.youtube.com/watch?v=jY-zjYPPAw8,https://www.aha-music.com/a20d3030d2bab056edc5f9d10417b720?utm_source=chrome&utm_medium=extension
b78a366178994eaa1f64d734cef8aa2f,"From the River to the Sea, Palestine Will Be Free (Palestine Chant)",Rachad,2024-01-29 23:43:25,https://www.youtube.com/shorts/AIycAIQ9Gxs,https://www.aha-music.com/b78a366178994eaa1f64d734cef8aa2f?utm_source=chrome&utm_medium=extension
fdfd88f6d6876e70da6ea93c34b01951,it goes like (nanana) x Cola,ascxnding,2024-01-26 03:26:31,https://www.youtube.com/shorts/2uKuxPChJg8,https://www.aha-music.com/fdfd88f6d6876e70da6ea93c34b01951?utm_source=chrome&utm_medium=extension
d0e5ef1592e1cb2fd254220702ccf0c7,Hit the Road Jack,DJ Crazy J Rodriguez,2024-01-26 02:51:25,https://www.youtube.com/shorts/rN4dieUl4ik,https://www.aha-music.com/d0e5ef1592e1cb2fd254220702ccf0c7?utm_source=chrome&utm_medium=extension
54b7ebced11f3b64bd492b118b97f921,Doglwa Marat E Mayi,Tamatar Lal Yadav,2024-01-24 02:50:52,https://www.youtube.com/watch?v=fiGmae6WJhI,https://www.aha-music.com/54b7ebced11f3b64bd492b118b97f921?utm_source=chrome&utm_medium=extension
2d9886951ab0c5643c90d57eed63e4da,BRAINS,BRONKBRONKBRONK,2024-01-24 02:46:35,https://www.youtube.com/shorts/U84uSXNKDKg,https://www.aha-music.com/2d9886951ab0c5643c90d57eed63e4da?utm_source=chrome&utm_medium=extension
bfd1318374636f770ad6987d0f5cad28,Satisfaction,Benny Benassi,2024-01-24 02:46:00,https://www.youtube.com/shorts/KeQXkVuYJ9E,https://www.aha-music.com/bfd1318374636f770ad6987d0f5cad28?utm_source=chrome&utm_medium=extension
ef4c41aeff95f9257a2c5678e2220104,Inferno,Mrs. GREEN APPLE,2024-01-22 14:25:47,https://www.youtube.com/watch?v=B5GJNP7D5rI,https://www.aha-music.com/ef4c41aeff95f9257a2c5678e2220104?utm_source=chrome&utm_medium=extension
e9f21a8755614f0e13041af4a5e72399,Becanev - A COLORS SHOW,Yamê,2024-01-20 23:07:32,https://www.youtube.com/shorts/BqVOHUZDSPo,https://www.aha-music.com/e9f21a8755614f0e13041af4a5e72399?utm_source=chrome&utm_medium=extension
f4a663b896ff4fbe1e5b7ed956905e8d,Strangers,Kenya Grace,2024-01-20 22:50:09,https://www.youtube.com/shorts/P-McMn-_UqQ,https://www.aha-music.com/f4a663b896ff4fbe1e5b7ed956905e8d?utm_source=chrome&utm_medium=extension
77f18b7db0066c3db861552a85bb13a3,Tumhare Siva Kaise Jiye,Ajit Chauhan,2024-01-20 03:04:25,https://www.youtube.com/watch?v=gUolCdQBJdY,https://www.aha-music.com/77f18b7db0066c3db861552a85bb13a3?utm_source=chrome&utm_medium=extension
9ab3f034ca14f6d1fef1582cb0cc0586,Bump Heads,Eminem/Tony Yayo/50 Cent/Lloyd Banks,2024-01-20 03:04:00,https://www.youtube.com/shorts/YMewvAcWzHc,https://www.aha-music.com/9ab3f034ca14f6d1fef1582cb0cc0586?utm_source=chrome&utm_medium=extension
99cae9016beec3d86f98cff6cca3c0e7,Stuck In Your Head (Remix),Latino Tokers,2024-01-19 18:07:07,https://www.youtube.com/shorts/13iZSaq1b5g,https://www.aha-music.com/99cae9016beec3d86f98cff6cca3c0e7?utm_source=chrome&utm_medium=extension
9e3761232344df857462bd6920d4478b,EEEAAAOOO K.K Slider,QtPie,2023-12-25 18:53:59,https://www.youtube.com/watch?v=WBBzeomT4j4,https://www.aha-music.com/9e3761232344df857462bd6920d4478b?utm_source=chrome&utm_medium=extension
65c30d798d52e657b3ac2bb7aee4ffb9,Tendencia Numero Uno,Tendesias,2023-12-20 02:46:43,https://www.youtube.com/shorts/pYJVJ7ebCgw,https://www.aha-music.com/65c30d798d52e657b3ac2bb7aee4ffb9?utm_source=chrome&utm_medium=extension
65c30d798d52e657b3ac2bb7aee4ffb9,Tendencia Numero Uno,Tendesias,2023-12-20 02:46:06,https://www.youtube.com/shorts/pYJVJ7ebCgw,https://www.aha-music.com/65c30d798d52e657b3ac2bb7aee4ffb9?utm_source=chrome&utm_medium=extension
9ab3f034ca14f6d1fef1582cb0cc0586,Bump Heads,Eminem/Tony Yayo/50 Cent/Lloyd Banks,2023-12-19 17:40:57,https://www.youtube.com/shorts/f0_yQkOj0QI,https://www.aha-music.com/9ab3f034ca14f6d1fef1582cb0cc0586?utm_source=chrome&utm_medium=extension
eab831b3f005400f429699d97becfcab,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) [Radio Mix],Crystal Waters,2023-12-19 17:36:32,https://www.youtube.com/shorts/rYLyhtB5lCg,https://www.aha-music.com/eab831b3f005400f429699d97becfcab?utm_source=chrome&utm_medium=extension
280eba3ad9d4f56c8e284a25d7ac7de6,Silent Reverie,Yung Oogway/Master Oogway/Masteroogwgway/Baklava Boi,2023-12-19 02:44:21,https://www.youtube.com/shorts/IxXyDq0F_j4,https://www.aha-music.com/280eba3ad9d4f56c8e284a25d7ac7de6?utm_source=chrome&utm_medium=extension
ae1c7eafd252f132cfe542f803a2163d,Brutal Infernal Funk (Slowed),DJ Oliver Mendes,2023-12-17 20:54:56,https://www.youtube.com/shorts/HlUZ0kYfAik,https://www.aha-music.com/ae1c7eafd252f132cfe542f803a2163d?utm_source=chrome&utm_medium=extension
17e2d290a6e4b536e0e05a7b6d67db64,Midnight City,M83,2023-12-14 21:19:04,https://www.youtube.com/watch?v=NKH5KbnBszE,https://www.aha-music.com/17e2d290a6e4b536e0e05a7b6d67db64?utm_source=chrome&utm_medium=extension
